学生ID,姓名,风险等级,风险概率,行为模式,风险因素
S0293,陈娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0295,高磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0300,朱超,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0303,张丽,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0308,徐平,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0309,林平,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0310,陈静,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0311,王丽,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0315,周敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0192,林洋,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0191,高芳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0188,赵霞,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0052,何静,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0058,孙芳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0063,孙娜,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0068,徐军,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0070,周强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0071,张勇,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0073,李平,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0074,王敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0076,李军,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0077,高敏,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0084,胡敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0086,徐芳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0087,陈洋,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0090,罗明,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0092,朱艳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0050,王强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0095,朱洋,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0048,胡霞,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0045,陈芳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0004,高军,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0005,黄强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0006,刘洋,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0011,徐勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0012,黄涛,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0018,张伟,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0020,王伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0021,张娜,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0022,王敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0031,吴洋,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0032,高敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0034,周洋,无风险,0.0,低风险行为,缺勤次数过多
S0037,徐超,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0041,马秀英,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0043,朱军,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0047,杨涛,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0096,何平,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0097,张杰,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0098,胡霞,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0146,罗静,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0147,周勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0149,何娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0154,赵磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0156,王涛,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0159,陈强,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0165,郭平,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0166,黄洋,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0167,徐强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0170,孙磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0172,李静,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0176,赵娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0181,马娜,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0182,何艳,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0184,李艳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0142,罗静,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0141,高伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0139,张洋,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0138,朱磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0107,胡秀英,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0110,刘丽,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0113,刘敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0114,朱伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0115,吴涛,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0119,孙敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0120,马秀英,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0347,王霞,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0121,黄超,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0124,吴涛,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0126,朱艳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0129,郭杰,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0130,胡涛,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0131,林秀英,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0135,胡平,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0136,徐秀英,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0123,郭磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0695,王杰,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0349,王洋,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0359,李涛,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0562,杨秀英,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0564,周伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0570,刘明,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0571,杨军,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0572,黄明,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0573,陈超,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0574,罗杰,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0583,何静,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0586,马芳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0591,高伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0592,吴艳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0593,周娜,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0594,孙敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0595,李勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0597,李娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0561,刘超,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0600,林伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0560,郭强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0557,何磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0526,杨秀英,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0528,黄娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0531,郭强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0532,张杰,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0533,陈强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0537,马敏,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0540,郭敏,无风险,0.0,低风险行为,缺勤次数过多
S0541,李平,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0543,吴霞,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0544,林艳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0545,李霞,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0548,罗超,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0551,徐洋,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0552,朱娟,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0556,黄秀英,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0558,王勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0525,王伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0605,徐强,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0608,杨涛,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0662,黄芳,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0664,赵芳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0666,朱丽,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0667,郭涛,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0669,陈平,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0671,何洋,无风险,0.0,中等风险行为,"缺勤次数过多, 选课数量过多"
S0672,王军,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0674,郭伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0675,罗艳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0683,胡芳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0685,马敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0686,胡杰,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0687,胡超,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0688,王丽,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0690,胡涛,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0659,何军,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0607,马洋,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0657,罗强,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0648,刘强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0609,徐秀英,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0617,何敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0618,林娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0619,陈涛,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0622,杨洋,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0624,朱杰,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0625,李静,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0631,林勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0633,黄勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0635,杨静,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0640,李霞,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0641,赵静,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0642,孙娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0644,朱涛,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0645,赵磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0655,孙丽,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0521,周磊,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0519,黄芳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0517,马静,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0413,赵丽,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0414,周敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0415,王涛,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0416,马磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0417,张杰,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0418,周洋,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0419,何平,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0420,陈磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0421,杨涛,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0426,陈涛,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0427,吴明,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0428,李涛,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0430,黄勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0431,刘敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0432,郭娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0411,张强,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0434,赵强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0406,张军,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0400,马秀英,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0361,胡超,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0362,高伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0365,吴艳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0368,张丽,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0373,朱伟,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0375,孙军,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0376,周超,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0377,孙丽,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0384,杨洋,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0385,马娜,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0387,杨娜,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0392,朱洋,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0393,朱娜,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0397,吴超,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0398,孙芳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0405,吴秀英,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0437,黄霞,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0439,吴明,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0442,赵强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0478,高杰,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0483,孙娜,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0486,赵娜,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0487,李强,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0489,郭超,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0494,王洋,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0496,吴磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0999,孙敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0502,罗磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0504,徐洋,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0506,黄平,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0507,黄秀英,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0508,何明,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0509,陈霞,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0512,胡娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0477,刘磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0476,胡强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0474,高芳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0470,李娜,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0444,陈敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0445,胡芳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0446,吴勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0448,罗磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0451,陈勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0452,高超,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0455,王娜,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0358,朱军,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0456,马平,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0458,林娜,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0459,王磊,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0460,刘霞,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0462,罗强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0464,李丽,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0466,朱洋,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0469,陈艳,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0457,吴超,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S1000,赵敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
